Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
4127,The system generates a list of patrons with no circulation or electronic activity in the last X days (X configurable).,Patron Records,2039 - library.doc,0,Кирилл,,
3529,The system gives users the ability to reset their password. Priority 2 0460 Individual passwords can be reset.,Functional Requirements,mashboot.pdf,0,Кирилл,,
219,The system hardware shall be fixed and patched via an internet connection.,Other Requirements,gamma j.pdf,0,Кирилл,,
4122,The system has a report to assist in the conversion of items from one status to another.,Inventory Control,2034 - library.doc,0,Кирилл,,
4704,"The system has an artificial intelligence that the player may play against, The artificial intelligence supports every two player game. ",Functional Requirements,2005 - triangle,0,Айдар,,
4706,The system has an embedded AI that takes over from a player when asked to do so.,Functional Requirements,2005 - triangle,0,Айдар,,
4714,The system has an embedded help file that contains basic solutions and hints for problematic situations.,Functional Requirements,2005 - triangle,0,Айдар,,
4078,"The system has an estimated 99% up time, though in an event of an outage data loss can occur.",Software Quality Attributes,virtual ed.doc,0,Кирилл,,
4707,The system has files containing implementation of different artificial intelligences that the system can load.,Functional Requirements,2005 - triangle,0,Айдар,,
4702,The system has support for multiple opening positions that can be applied to all the games. ,Functional Requirements,2005 - triangle,0,Айдар,,
4025,The system has to be available 100% of the time.,Software System Attributes,viper.doc,0,Кирилл,,
4021,The system has to use the Ejada .Net frame work and also our system will integrate with two modules in Ejada.,Design Constraints,viper.doc,0,Кирилл,,
4027,"The system have only three roles for coordinators, suppliers and customers only that make our system secure access online and these authentications will prevent and illegal access.",Software System Attributes,viper.doc,1,Кирилл,,
3971,The system interface will looks like following: intro page to the system. Direct link to login page.,Interface,viper.doc,0,Кирилл,,
3969,"The system is a web base system so, it will interact with its users with web components interface.",Interface,viper.doc,0,Кирилл,,
3539,The system is configurable to e-mail warnings about multiple failed login attempts from the same user.,Security Requirements,mashboot.pdf,1,Кирилл,,
4028,The system is designed in modules where errors can be detected and fixed easily. This makes it easier to install updates and new functionality if required.,Software System Attributes,viper.doc,0,Кирилл,,
4724,The system is expected to be implemented on a distributed memory cluster of connected processors.,Overall Description,2002 - evla back.pdf,0,Вячеслав,,
4886,The system is expected to be redundant in critical areas and highly modular.,Product Perspective,2002 - evla corr.pdf,0,Вячеслав,,
5994,The system is to be designed as a robust and dependable operational system which is tolerant to operator errors and which will recover cleanly from power cuts or other disasters.,Reliability requirements,2003 - tachonet.pdf,0,Руфина,,
4713,The system loads the game from a file. ,Functional Requirements,2005 - triangle,0,Айдар,,
4146,"The system maintains a ledger of patron payments, including which charges payments are applied to, to facilitate reconciliation.",Financial Records,2058 - library.doc,0,Кирилл,,
5870,The system map display shall provide a means to select which data layers are displayed.,Presentation Services,mdot.pdf,0,Василий,,
5874,The system map display shall support de-cluttering to reduce the number of icons displayed when large areas are displayed.,Presentation Services,mdot.pdf,0,Василий,,
5871,The system map display shall support each type of traffic item to be displayed in its own layer.,Presentation Services,mdot.pdf,0,Василий,,
5873,The system map display shall support pan and zoom capabilities to allow a user to select the area to be displayed.,Presentation Services,mdot.pdf,0,Василий,,
3517,The system may contain any number of user accounts.,Functional Requirements,mashboot.pdf,0,Кирилл,,
4013,The system must accomplish 90% for transactions in less than 1 second.,Performance,viper.doc,0,Кирилл,,
5978,The system must allow a member of the network to send a bulk request on all or a large part of its driver’s smart card holders to a particular or all members of the network.,Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
5977,The system must allow a member of the network to send requests to a particular or all the other members about possible delivery of a driver’s smart card to a similar person.,Functional Requirements,2003 - tachonet.pdf,0,Руфина,Green - not sure about label,
5990,"The system must allow a Member State (through its Card Issuing Authority) to ask for the status of card (lost, stolen) to the corresponding Card Issuing Authority of the Member State having issued the card.",Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
5991,"The system must allow a Member State (through its Card Issuing Authority) to send card status modification requests (lost, stolen) to the corresponding Card Issuing Authority of the Member State having issued the card.",Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
5979,The system must allow a member to do statistics on messages issued and received from/to his system.,Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
2832,"The system must allow a threshold quantity to be set at any level (department or category) in the inventory. Once that threshold is reached for a department or category, the corresponding matrix cell should change to a different color that indicates the overstock condition.",Overstock Pricing,inventory-2.0.pdf,0,Кирилл,,
17,The System must allow a user to be a member of more than one group.,Access Module,cctns.pdf,1,Кирилл,,
5937,The system must allow actors in the capacity of course administrator to post grades associated with assignments for a particular actor in the capacity of student.,Specific Requirements,puget sound.pdf,0,Василий,,
5918,The system must allow actors to delete recorded clips.,Specific Requirements,puget sound.pdf,0,Василий,,
5912,The system must allow actors to download their voice clips in a flexible format.,Specific Requirements,puget sound.pdf,0,Василий,,
5908,The system must allow actors to organize their voice clips into a portfolio.,Specific Requirements,puget sound.pdf,0,Василий,,
20,"The System must allow changes to security attributes for groups or users (such as access rights, security level, privileges, password allocation and management) to be made only by super-user.",Access Module,cctns.pdf,1,Кирилл,,
5992,"The system must allow enforcement authorities (through its Card Issuing Authority) to ask for driver’s card status (based on either card number + issuing Member State code or driver’s surname, first names, date of birth and issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.",Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
5993,The system must allow enforcement authorities (through its Card Issuing Authority) to ask for workshop card status (based on workshop card number + issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.,Functional Requirements,2003 - tachonet.pdf,0,Руфина,,
5906,The system must allow for multiple file upload to be configured on a per-page basis.,Specific Requirements,puget sound.pdf,0,Василий,"Yellow is the ""true"" requirements",
